,page_id,title,wiki_link_complete
237,66041808,Parvez_Ali,https://en.wikipedia.org/wiki/Parvez_Ali
238,66250743,Shakir_Ali_(politician),https://en.wikipedia.org/wiki/Shakir_Ali_(politician)
239,57037326,Amar_Nath_Agarwal,https://en.wikipedia.org/wiki/Amar_Nath_Agarwal
240,57349880,Bhimrao_Ambedkar_(Uttar_Pradesh_politician),https://en.wikipedia.org/wiki/Bhimrao_Ambedkar_(Uttar_Pradesh_politician)
241,47725596,Aneesurrehman,https://en.wikipedia.org/wiki/Aneesurrehman
242,66010541,Rafiq_Ansari,https://en.wikipedia.org/wiki/Rafiq_Ansari
243,38790219,Praveen_Singh_Aron,https://en.wikipedia.org/wiki/Praveen_Singh_Aron
244,60861991,Mohammad_Aslam_(politician),https://en.wikipedia.org/wiki/Mohammad_Aslam_(politician)
245,40950301,Anil_Kumar_Awana,https://en.wikipedia.org/wiki/Anil_Kumar_Awana
246,63463574,Sharad_Kumar_Awasthi,https://en.wikipedia.org/wiki/Sharad_Kumar_Awasthi
247,67188015,Ayodhya_Prasad_Pal,https://en.wikipedia.org/wiki/Ayodhya_Prasad_Pal
248,12425877,Gandhi_Azad,https://en.wikipedia.org/wiki/Gandhi_Azad
249,7033071,Iliyas_Azmi,https://en.wikipedia.org/wiki/Iliyas_Azmi
250,60373373,Babu_Gopinath_Singh,https://en.wikipedia.org/wiki/Babu_Gopinath_Singh
251,50775619,Jagjivan_Prasad_Babu,https://en.wikipedia.org/wiki/Jagjivan_Prasad_Babu
252,12425886,Balihari,https://en.wikipedia.org/wiki/Balihari
253,27825653,Kamlesh_Balmiki,https://en.wikipedia.org/wiki/Kamlesh_Balmiki
254,55842178,A._E._T._Barrow,https://en.wikipedia.org/wiki/A._E._T._Barrow
255,53474834,Ramanand_Baudh,https://en.wikipedia.org/wiki/Ramanand_Baudh
256,62394402,Anurag_Bhadouria,https://en.wikipedia.org/wiki/Anurag_Bhadouria
257,53556009,Hargovind_Bhargava,https://en.wikipedia.org/wiki/Hargovind_Bhargava
258,63770991,Amrit_Lal_Bharti,https://en.wikipedia.org/wiki/Amrit_Lal_Bharti
259,12422327,Virendra_Bhatia,https://en.wikipedia.org/wiki/Virendra_Bhatia
260,60408806,Bishanchander_Seth,https://en.wikipedia.org/wiki/Bishanchander_Seth
261,7035114,Rajnarayan_Budholiya,https://en.wikipedia.org/wiki/Rajnarayan_Budholiya
262,45155223,Ashok_Kumar_Singh_Chandel,https://en.wikipedia.org/wiki/Ashok_Kumar_Singh_Chandel
263,50775688,Dinesh_Chandra_(politician),https://en.wikipedia.org/wiki/Dinesh_Chandra_(politician)
264,59097767,Satish_Chandra_(politician),https://en.wikipedia.org/wiki/Satish_Chandra_(politician)
265,53907844,Neeraj_Chaturvedi,https://en.wikipedia.org/wiki/Neeraj_Chaturvedi
266,56078704,Rohanlal_Chaturvedi,https://en.wikipedia.org/wiki/Rohanlal_Chaturvedi
267,65214192,Shambhu_Nath_Chaturvedi,https://en.wikipedia.org/wiki/Shambhu_Nath_Chaturvedi
268,56078078,Chaudhary_Digambar_Singh,https://en.wikipedia.org/wiki/Chaudhary_Digambar_Singh
269,53475235,Amar_Singh_Chaudhary,https://en.wikipedia.org/wiki/Amar_Singh_Chaudhary
270,23219691,Arvind_Kumar_Chaudhary,https://en.wikipedia.org/wiki/Arvind_Kumar_Chaudhary
271,53870906,R._K._Chaudhary,https://en.wikipedia.org/wiki/R._K._Chaudhary
272,58979823,Ram_Prasad_Chaudhary,https://en.wikipedia.org/wiki/Ram_Prasad_Chaudhary
273,37069285,Dara_Singh_Chauhan,https://en.wikipedia.org/wiki/Dara_Singh_Chauhan
274,34376622,Sanjay_Singh_Chauhan,https://en.wikipedia.org/wiki/Sanjay_Singh_Chauhan
275,33044088,Shiv_Narayan_Singh_Chauhan,https://en.wikipedia.org/wiki/Shiv_Narayan_Singh_Chauhan
276,14397010,Sriram_Chauhan,https://en.wikipedia.org/wiki/Sriram_Chauhan
277,61290484,Aslam_Choudhary,https://en.wikipedia.org/wiki/Aslam_Choudhary
278,12601509,Banarasi_Das,https://en.wikipedia.org/wiki/Banarasi_Das
279,55664182,Bindumati_Devi,https://en.wikipedia.org/wiki/Bindumati_Devi
280,42036988,Punam_Devi,https://en.wikipedia.org/wiki/Punam_Devi
281,57349857,Ashok_Dhawan,https://en.wikipedia.org/wiki/Ashok_Dhawan
282,43451979,Madhukar_Dighe,https://en.wikipedia.org/wiki/Madhukar_Dighe
283,60882278,Rajvir_Singh_Diler,https://en.wikipedia.org/wiki/Rajvir_Singh_Diler
284,48543924,Saroj_Dubey,https://en.wikipedia.org/wiki/Saroj_Dubey
